"Subregion","Season","Temperature_Celcius","Analyte","Unit"
"Sacramento River","Summer",25,"temperature","Deg C"
"Sacramento River","Summer",24.9,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",26,"temperature","Deg C"
"Sacramento River","Summer",13.4,"temperature","Deg C"
"Sacramento River","Summer",16.5,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"South Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"South Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Confluence","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Confluence","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"North Delta","Summer",23.8,"temperature","Deg C"
"North Delta","Summer",23.8,"temperature","Deg C"
"North Delta","Summer",23.8,"temperature","Deg C"
"North Delta","Summer",24.5,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Confluence","Summer",25.7,"temperature","Deg C"
"Confluence","Summer",25.7,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"North Delta","Fall",22.8,"temperature","Deg C"
"North Delta","Fall",22.8,"temperature","Deg C"
"North Delta","Fall",22.8,"temperature","Deg C"
"North Delta","Fall",22.8,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Confluence","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Confluence","Spring",24.8,"temperature","Deg C"
"Confluence","Spring",24.8,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Confluence","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Central Delta","Spring",25.1,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Confluence","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Confluence","Summer",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"South Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Confluence","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"South Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Confluence","Summer",26,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Confluence","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"South Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24.1,"temperature","Deg C"
"Sacramento River","Spring",24.1,"temperature","Deg C"
"Central Delta","Spring",23.4,"temperature","Deg C"
"Sacramento River","Spring",23.4,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"North Delta","Summer",25.1,"temperature","Deg C"
"Central Delta","Summer",25.3,"temperature","Deg C"
"Sacramento River","Summer",24.4,"temperature","Deg C"
"Central Delta","Summer",22.6,"temperature","Deg C"
"North Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",24.2,"temperature","Deg C"
"Sacramento River","Summer",25.3,"temperature","Deg C"
"Central Delta","Summer",25.4,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"North Delta","Fall",25.3,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Sacramento River","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"North Delta","Fall",23.1,"temperature","Deg C"
"Central Delta","Fall",22.9,"temperature","Deg C"
"Sacramento River","Fall",24.7,"temperature","Deg C"
"Central Delta","Fall",24.7,"temperature","Deg C"
"North Delta","Fall",23.6,"temperature","Deg C"
"Central Delta","Fall",23.2,"temperature","Deg C"
"Sacramento River","Fall",24.6,"temperature","Deg C"
"Central Delta","Fall",24.9,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",24.4,"temperature","Deg C"
"Central Delta","Winter",24.9,"temperature","Deg C"
"Sacramento River","Winter",23.9,"temperature","Deg C"
"Central Delta","Winter",23.8,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"South Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",24.6,"temperature","Deg C"
"Central Delta","Winter",23.9,"temperature","Deg C"
"Sacramento River","Winter",23.7,"temperature","Deg C"
"Central Delta","Winter",24.4,"temperature","Deg C"
"North Delta","Winter",24,"temperature","Deg C"
"Sacramento River","Winter",23.9,"temperature","Deg C"
"Central Delta","Winter",24.1,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"North Delta","Spring",23.4,"temperature","Deg C"
"Central Delta","Spring",24.5,"temperature","Deg C"
"Sacramento River","Spring",24.6,"temperature","Deg C"
"Central Delta","Spring",23.1,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"North Delta","Spring",23.5,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Sacramento River","Spring",25.1,"temperature","Deg C"
"Central Delta","Spring",23.7,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Spring",24.5,"temperature","Deg C"
"Central Delta","Spring",23.6,"temperature","Deg C"
"Sacramento River","Spring",24.6,"temperature","Deg C"
"Central Delta","Spring",24.5,"temperature","Deg C"
"North Delta","Summer",23.9,"temperature","Deg C"
"Central Delta","Summer",24.1,"temperature","Deg C"
"Sacramento River","Summer",24.5,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"North Delta","Summer",23.1,"temperature","Deg C"
"Central Delta","Summer",24.3,"temperature","Deg C"
"Sacramento River","Summer",23.2,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"South Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"North Delta","Summer",22.9,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Sacramento River","Summer",25.1,"temperature","Deg C"
"Central Delta","Summer",23,"temperature","Deg C"
"North Delta","Fall",23.9,"temperature","Deg C"
"Central Delta","Fall",23.8,"temperature","Deg C"
"Sacramento River","Fall",24.7,"temperature","Deg C"
"Central Delta","Fall",23.7,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"North Delta","Fall",23.8,"temperature","Deg C"
"Central Delta","Fall",25.4,"temperature","Deg C"
"Sacramento River","Fall",24.4,"temperature","Deg C"
"Central Delta","Fall",23.8,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"North Delta","Fall",24.2,"temperature","Deg C"
"Central Delta","Fall",21.2,"temperature","Deg C"
"Sacramento River","Fall",22.7,"temperature","Deg C"
"Central Delta","Fall",24.5,"temperature","Deg C"
"South Delta","Winter",26,"temperature","Deg C"
"Sacramento River","Winter",25.3,"temperature","Deg C"
"North Delta","Winter",24.4,"temperature","Deg C"
"Central Delta","Winter",23.7,"temperature","Deg C"
"Sacramento River","Winter",24.5,"temperature","Deg C"
"Central Delta","Winter",21.9,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"North Delta","Winter",24.2,"temperature","Deg C"
"Central Delta","Winter",23.9,"temperature","Deg C"
"Sacramento River","Winter",24.5,"temperature","Deg C"
"Central Delta","Winter",24.9,"temperature","Deg C"
"South Delta","Winter",24.5,"temperature","Deg C"
"Sacramento River","Winter",24.2,"temperature","Deg C"
"North Delta","Winter",24.6,"temperature","Deg C"
"Central Delta","Winter",24.2,"temperature","Deg C"
"Sacramento River","Winter",24.3,"temperature","Deg C"
"Central Delta","Winter",24.2,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"North Delta","Spring",24.7,"temperature","Deg C"
"Central Delta","Spring",24.6,"temperature","Deg C"
"Sacramento River","Spring",24.1,"temperature","Deg C"
"Central Delta","Spring",24.5,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Sacramento River","Spring",24.2,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"South Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Spring",25.1,"temperature","Deg C"
"Central Delta","Spring",25.7,"temperature","Deg C"
"Sacramento River","Spring",24.8,"temperature","Deg C"
"Central Delta","Spring",25.8,"temperature","Deg C"
"North Delta","Spring",25.6,"temperature","Deg C"
"Central Delta","Spring",24.3,"temperature","Deg C"
"Sacramento River","Spring",23.7,"temperature","Deg C"
"Central Delta","Spring",25.6,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"South Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"North Delta","Summer",24.9,"temperature","Deg C"
"Central Delta","Summer",24.2,"temperature","Deg C"
"Sacramento River","Summer",25.9,"temperature","Deg C"
"Central Delta","Summer",26.4,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"South Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"South Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
